name,speed,shootAccuracy,shootPower,defense,stamina,totalScore
Javi Castellano,62,34,52,71,77,51.80
Johan Djourou,74,35,42,75,55,51.80
Marco Capuano,69,20,59,71,77,51.80
Mario Carevic,32,52,72,42,58,51.80
Michele Polverino,54,50,46,63,73,51.80
Renato Civelli,45,47,58,78,58,51.80
Ross Forbes,63,41,51,41,65,51.80
Sean Dillon,66,27,57,64,72,51.80
Timm Klose,52,33,64,79,63,51.80
Aleksandrs Fertovs,53,34,64,59,70,51.75
Francois Marque,63,34,54,67,62,51.75
Juan Calahorro,64,24,62,62,73,51.75
Kevin McBride,66,33,52,58,71,51.75
Marc-Oliver Kempf,67,31,52,70,65,51.75
Sebastian Eguren,41,35,73,76,65,51.75
Ustaritz,75,35,46,66,33,51.75
Alex Ferrari,78,12,59,64,76,51.70
Alexis Rolin,67,24,59,78,56,51.70
Arlind Ajeti,77,21,52,69,65,51.70
Cedric Itten,53,61,46,18,56,51.70
Connor Randall,62,44,49,49,55,51.70
Khalid Karami,67,44,38,67,73,51.70
Kyle Hutton,67,32,54,50,66,51.70
Lukas Froede,49,43,62,50,60,51.70
Manuel Castro Pavon,61,34,54,67,73,51.70
Nicolas Seube,48,48,53,70,70,51.70
Stefano Sabelli,79,35,35,64,76,51.70
William Gustavo,55,24,73,63,59,51.70
Boris Pandza,65,24,61,60,73,51.65
Christopher Cadden,63,36,56,44,59,51.65
Fabio Morena,53,33,64,65,68,51.65
Jorge Garcia Morcillo,61,14,73,69,76,51.65
Pascal Chimbonda,65,39,50,58,51,51.65
Philipp Wollscheid,52,40,57,77,62,51.65
Roberto Crivello,69,29,50,71,74,51.65
Sebastiano Siviglia,64,20,63,75,76,51.65
Aaron Kuhl,67,32,53,52,68,51.60
Calvin Mac-Intosh,69,35,47,63,63,51.60
Garry Brady,58,41,52,64,62,51.60
Kris Stadsgaard,56,29,67,66,54,51.60
Michal Helik,63,36,52,64,62,51.60
Ricardo Nascimento,45,42,63,73,59,51.60
Romeo van Dessel,65,31,55,61,65,51.60
Simone Pasa,55,40,61,50,46,51.60
Wesley Hoedt,67,30,51,78,66,51.60
Charlie I'Anson,60,44,47,66,59,51.55
Dani,76,34,40,61,70,51.55
Floribert Ngalula,61,31,60,56,63,51.55
Gary Neville,70,31,47,78,65,51.55
Jens Langeneke,62,34,55,74,51,51.55
Jukka Raitala,67,24,58,67,70,51.55
Luigi Sala,60,38,53,65,60,51.55
Marlon Frey,55,38,60,60,53,51.55
Maza,49,37,63,75,62,51.55
Piotr Tomasik,61,42,46,67,70,51.55
Tobias Figueiredo,64,22,64,70,61,51.55
Tom Trybull,55,34,61,55,76,51.55
Tyias Browning,77,25,48,67,64,51.55
Vasilios Pliatsikas,63,26,58,64,85,51.55
Willie Gibson,71,31,57,11,66,51.55
Aleksandar Vasoski,67,27,55,73,63,51.50
Angel Trujillo,65,27,55,74,74,51.50
Artem Simonyan,68,36,54,41,41,51.50
David Wheater,51,34,64,72,64,51.50
David Wilson,71,31,53,43,57,51.50
Grzegorz Wojtkowiak,70,35,42,70,78,51.50
James Beattie,29,63,67,24,52,51.50
Jose Velazquez,65,60,26,64,60,51.50
Ozeia,41,30,79,64,66,51.50
Philippe Koch,74,36,39,64,72,51.50
Thimothee Kolodziejczak,77,22,47,71,83,51.50
Victor Nikiema,62,34,56,54,64,51.50
Damien Perrinelle,58,49,42,70,65,51.45
Diallo Guidilleye,70,17,60,66,81,51.45
Enzo Ruiz,59,26,67,51,66,51.45
Ferreira,67,28,54,65,70,51.45
Gael Germany,74,32,41,65,82,51.45
Habib Beye,66,31,55,74,43,51.45
Hemza Mihoubi,69,29,53,59,64,51.45
Liroy Zhairi,59,42,47,60,81,51.45
Maximilian Eggestein,52,53,54,21,54,51.45
Ming Yang Yang,61,47,47,48,51,51.45
Paul Paton,52,26,72,57,72,51.45
Ricardo Leon,36,46,70,52,65,51.45
Bartosz Iwan,45,53,54,61,55,51.40
Damien Dussaut,74,34,42,66,62,51.40
David Dunn,33,55,71,42,32,51.40
Diego Llorente,63,39,46,72,68,51.40
Filip Kiss,32,55,64,58,64,51.40
Jackie McNamara,63,21,69,61,49,51.40
Jeremy Berthod,67,25,57,67,67,51.40
Kevin Bigler,68,27,57,50,66,51.40
Mohamed El Makrini,53,41,56,55,73,51.40
Raul Albentosa,53,51,44,77,63,51.40
Sebastian Dudek,60,35,57,55,61,51.40
Stefan Adrian Popescu,74,30,43,68,78,51.40
Christophe Berra,66,30,50,75,76,51.35
Fernando Varela,74,32,44,66,61,51.35
Filipe,38,54,61,40,69,51.35
Florin Gardos,55,54,37,76,75,51.35
Joseba Zaldua,76,24,48,70,69,51.35
Michal Bartowiak,62,38,55,41,56,51.35
Ney Santos,55,39,58,57,58,51.35
Paul Matthijs,36,53,59,64,75,51.35
Pavol Farkas,59,26,65,72,55,51.35
Ryan McGivern,63,32,55,60,67,51.35
Steve Colpaert,73,23,50,73,78,51.35
Andrea Conti,69,27,52,63,75,51.30
Andreas Bjelland,54,35,57,78,72,51.30
Bocundji Ca,68,31,50,62,70,51.30
Bram Nuytinck,54,32,62,72,66,51.30
Francesco Lunardini,62,31,59,46,68,51.30
Gregoire Puel,67,39,43,65,67,51.30
Johann Ramare,47,40,58,66,90,51.30
Karim Touzani,68,44,38,54,72,51.30
Lorenzo Tonelli,69,25,52,82,68,51.30
Maciej Kostrzewa,62,39,52,52,56,51.30
Marcus Nilsson,67,29,54,65,61,51.30
Mario Buehler,54,32,67,55,53,51.30
Zaine Francis-Angol,81,33,37,56,64,51.30
Alessandro Lucarelli,52,29,71,80,33,51.25
Anderson Conceicao,58,28,63,72,59,51.25
Cesar Navas,55,25,66,81,68,51.25
Francisco Farinos,34,58,64,59,30,51.25
Joel Perovuo,60,48,41,55,76,51.25
Mario Maloca,68,40,40,66,71,51.25
Nebojsa Pavlovic,31,54,62,68,75,51.25
Nelson Rivas,58,20,73,64,55,51.25
Pawel Oleksy,72,37,41,67,58,51.25
Vanja Markovic,53,40,56,59,72,51.25
Angelo Raso,57,46,48,55,63,51.20
Aritz Lopez Garai,34,47,68,62,68,51.20
Daryl Werker,64,29,58,58,60,51.20
Enzo Maresca,36,43,73,57,55,51.20
Francesco Parravicini,55,23,75,51,55,51.20
Garry Kenneth,58,25,67,54,70,51.20
Kevin Davies,29,59,64,41,71,51.20
Lorenzo Pique,74,32,44,63,61,51.20
Maxime Baca,64,32,53,71,59,51.20
"Nico Herzig,19",68,30,51,60,70,51.20
Simone Vergassola,34,47,71,58,54,51.20
Sylvain Monsoreau,49,43,58,67,57,51.20
Adam Henley,76,35,37,63,72,51.15
Alvaro Gonzalez Soberon,75,22,48,76,77,51.15
Brahim Ferradj,54,37,57,63,72,51.15
Christopher Samba,30,48,70,80,55,51.15
Gregoire Neels,64,34,52,56,67,51.15
Matan Ohayon,66,23,60,64,65,51.15
Mavroudis Bougaidis,64,25,60,64,65,51.15
Nicolas Plestan,70,23,55,71,64,51.15
Ricky Kruys,39,39,72,59,64,51.15
Santiago Vergini,69,33,45,76,65,51.15
Timothee Dieng,63,34,56,56,49,51.15
Tyrone Loran,71,11,65,65,76,51.15
Wayne Brown,57,35,57,60,69,51.15
Wilfried Zahibo,67,37,45,61,68,51.15
Andrea Mei,65,24,58,67,73,51.10
Damien Perquis,55,35,56,72,74,51.10
David Garcia,55,43,49,72,68,51.10
Gary Miller,70,29,49,63,71,51.10
Hoerdur Magnusson,65,18,65,69,65,51.10
Juan,50,41,61,77,33,51.10
Leon van Dijk,54,41,56,61,55,51.10
Ramon Zomer,50,34,64,65,69,51.10
Steve von Bergen,69,22,57,65,69,51.10
Wilfried Kanon,58,25,65,75,59,51.10
Adrian Mariappa,71,27,47,76,75,51.05
Cedric Kante,53,44,52,70,57,51.05
Jody Morris,33,55,58,72,73,51.05
Mario Sampirisi,69,29,50,64,69,51.05
Ryan McLaughlin,75,51,25,54,61,51.05
Sangone Sarr,63,42,47,39,70,51.05
Babatunde Luqmon Adekunle,65,22,64,55,59,51.00
Dominic Maroh,53,30,63,78,66,51.00
Jamie Ness,46,51,53,55,65,51.00
Joey O'Brien,50,47,48,74,76,51.00
Kurt van Dooren,54,34,59,68,70,51.00
Leyti N'Diaye,54,41,55,68,52,51.00
Matt Targett,78,36,34,64,68,51.00
Miroslav Covilo,55,41,54,63,57,51.00
Nick von Niederhausern,70,33,46,61,65,51.00
Sander Fischer,62,23,61,76,68,51.00
Vincent Laurini,76,22,47,71,79,51.00
Andrew Mitchell,63,43,44,56,63,50.95
Christian Poulsen,40,42,62,70,85,50.95
David Mackay,31,50,67,66,65,50.95
Garry de Graef,61,49,39,57,68,50.95
Igor Pita,53,45,53,62,51,50.95
Konstantinos Rougalas,68,23,57,64,67,50.95
Liam Moore,72,20,55,69,68,50.95
Rodnei,41,39,72,61,46,50.95
Sebastiaan Brebels,67,29,54,56,63,50.95
Simone Benedetti,68,20,59,68,69,50.95
Stephen Crainey,53,41,53,64,73,50.95
Joseph Gomez,80,26,41,69,67,50.90
Maurizio Lauro,64,24,60,58,72,50.90
Robin Kamber,60,47,48,43,45,50.90
Stopira,80,28,38,62,80,50.90
Tom van Imschoot,35,55,64,37,57,50.90
Tomas Ujfalusi,67,25,55,82,54,50.90
Alvaro Mejia,63,37,49,60,63,50.85
Ewerton,63,30,53,74,67,50.85
Lee Croft,53,35,61,52,71,50.85
Mark Wilson,54,25,72,62,49,50.85
Ronny Marcos,75,29,43,67,68,50.85
Stefan Savic,67,34,43,86,67,50.85
Aitor Nunez,69,30,49,62,66,50.80
Davor Landeka,66,24,61,50,60,50.80
Jan Simunek,73,22,57,70,34,50.80
Josh Meekings,78,34,34,69,71,50.80
Matija Nastasic,74,27,44,81,65,50.80
Ricardo,53,23,73,78,44,50.80
Tyronne Ebuehi,79,33,36,62,66,50.80
Xavier Chen,69,21,57,69,65,50.80
Alessandro Frara,55,33,63,41,68,50.75
Antonio Tomas,33,45,70,57,70,50.75
Branko Bankovic,61,51,44,27,52,50.75
Corentin Fiore,70,26,50,67,72,50.75
Enzo Roco,56,43,45,77,74,50.75
Jackson Mendy,68,20,60,62,65,50.75
Jonas De Roeck,52,36,59,63,70,50.75
Liam Grimshaw,67,32,52,45,64,50.75
Mariusz Pawelec,62,41,43,67,72,50.75
Paulo Monteiro,55,37,55,71,62,50.75
Tim Smolders,29,60,65,40,51,50.75
Tonel,34,53,65,69,34,50.75
Bruno Gonzalez,54,23,66,80,76,50.70
Damien Tiberi,58,28,63,45,75,50.70
Daniel Pinillos,75,33,39,63,69,50.70
Dario Del Fabro,67,23,58,68,58,50.70
Gretar Rafn Steinsson,54,33,57,75,75,50.70
James Chester,77,33,36,73,65,50.70
John Boye,67,36,43,66,72,50.70
Joost Broerse,34,44,72,70,44,50.70
Nico Elvedi,69,27,49,69,75,50.70
Nuno Henrique,67,42,39,73,53,50.70
Paolo Lemos,75,24,48,70,62,50.70
Pape Habib Sow,60,20,65,68,76,50.70
Yohan Tavares,65,33,47,75,69,50.70
Calvin Colquhoun,63,33,56,41,60,50.65
David Jemmali,71,29,46,68,69,50.65
Ibrahima Diallo,69,22,57,63,62,50.65
Kevin Kraus,63,21,64,66,59,50.65
Miguel Torres,64,22,57,78,77,50.65
Ondrej Mazuch,65,25,55,76,67,50.65
Sean Kelly,70,33,44,59,72,50.65
Antoni Lukasiewicz,55,49,47,51,55,50.60
Bram De Ly,65,26,56,61,69,50.60
Dino Arslanagic,58,24,63,68,74,50.60
Jan Vlasko,61,47,45,33,61,50.60
Jimmy Juan,41,48,62,45,61,50.60
Joao Luiz,58,36,54,58,66,50.60
Juande,65,32,49,57,79,50.60
Luca-Milan Zander,67,36,46,63,55,50.60
Michal Nalepa,58,33,56,62,68,50.60
Roberto Mirri,64,29,54,61,69,50.60
Wojciech Trochim,64,37,54,34,48,50.60
Zoumana Camara,63,27,57,76,54,50.60
Axel Borgmann,53,31,65,63,54,50.55
Chris Smalling,76,23,42,85,80,50.55
Dirceu,63,29,56,59,64,50.55
Fred,45,30,73,70,53,50.55
Mica,78,26,42,66,69,50.55
Nermin Zolotic,51,37,60,58,65,50.55
Norichio Nieveld,65,24,58,60,69,50.55
Callum Tapping,63,33,55,53,51,50.50
Cedric Varrault,34,46,65,64,76,50.50
Craig Thomson,64,37,50,46,58,50.50
Damian Macaluso Rojas,56,43,45,73,73,50.50
David Prieto,53,52,43,61,61,50.50
Gregory Lacombe,65,29,58,29,69,50.50
Jakub Czerwinski,64,23,58,67,73,50.50
Jannes Vansteenkiste,72,21,55,61,61,50.50
Jose Moraton,58,24,64,67,67,50.50
Julian Luque,69,48,38,27,53,50.50
Lukas Sinkiewicz,52,33,62,65,63,50.50
Matthias Henn,52,37,59,62,60,50.50
Michihirio Yasuda,71,21,53,64,76,50.50
Nathan Sinkala,71,28,46,67,73,50.50
Neil Taylor,68,30,46,72,74,50.50
Neto,68,33,42,80,72,50.50
Andreas Ibertsberger,74,18,53,72,67,50.45
Benjamin Fischer,55,54,45,23,62,50.45
Chris Riggott,61,44,43,67,54,50.45
Danielson,54,40,56,76,33,50.45
Danny Wilson,68,43,36,57,70,50.45
Frank Fahrenhorst,65,32,48,68,71,50.45
Gary Teale,60,35,58,35,56,50.45
Hubert Wolakiewicz,77,30,39,58,75,50.45
Jordy van der Winden,64,27,58,60,55,50.45
Mladen Lazarevic,63,24,60,62,65,50.45
Olivier Doll,55,32,60,65,62,50.45
Per Kroeldrup,50,36,65,70,33,50.45
Rafa Lopez,55,40,52,72,55,50.45
Richard Stearman,62,33,50,73,66,50.45
Bart Goossens,65,29,53,54,72,50.40
David Raven,72,23,48,64,86,50.40
Diego Rodriguez,69,38,38,69,69,50.40
Grenddy Perozo,78,47,20,63,75,50.40
Hayden Mullins,50,34,60,68,76,50.40
Hugh Murray,64,22,62,56,64,50.40
Ismael Gace,77,23,46,71,61,50.40
Maurice Brunner,62,42,50,28,56,50.40
Nathan Baker,55,30,61,72,60,50.40
Paul Burns,54,43,53,57,51,50.40
Scott Cuthbert,62,24,59,68,70,50.40
Vincent Hognon,63,25,58,75,57,50.40
Hugo Carreira,50,46,50,67,64,50.35
Jonathas,69,20,56,63,74,50.35
Jorge Garcia,54,34,60,69,50,50.35
Karim Essikal,60,37,48,69,68,50.35
Marvin Compper,66,35,44,72,65,50.35
Michael Harriman,79,30,35,60,83,50.35
Nicolas Hasler,61,41,50,44,51,50.35
Pantelis Hatzidiakos,65,20,65,62,45,50.35
Quentin Othon,64,19,62,59,78,50.35
Rio Ferdinand,52,39,59,74,33,50.35
Roel Brouwers,39,54,52,78,59,50.35
Thibault Peyre,68,30,46,69,74,50.35
Unai Bustinza,74,27,44,68,69,50.35
Alessandro Lambrughi,75,30,37,70,84,50.30
Andi Lila,70,25,50,62,74,50.30
Francois Affolter,68,29,49,64,66,50.30
Gunther Vanaudenaerde,65,31,48,69,73,50.30
Jan-Paul Saeijs,45,36,68,60,52,50.30
Jari Vandeputte,72,29,49,45,61,50.30
Patrick Cregg,62,27,55,61,81,50.30
Ruben Duarte,68,28,48,74,68,50.30
Tomasz Porebski,52,31,62,62,74,50.30
Yann Songo'o,67,25,58,51,55,50.30
Ze Castro,54,47,42,76,72,50.30
Christopher Verbist,65,27,56,58,59,50.25
Damien Miceli,67,40,41,57,60,50.25
Filipe Anunciacao,50,41,61,61,32,50.25
Guillermo Varela,79,30,37,66,63,50.25
Jeroen Drost,52,41,51,62,79,50.25
Marc Klok,62,35,54,42,57,50.25
Matthew Hill,53,35,58,60,69,50.25
Matthew Lockwood,62,24,61,61,62,50.25
Nemanja Pejcinovic,54,30,59,76,71,50.25
Radoslav Kovac,55,25,70,59,46,50.25
Rodrigo Lacerda,47,42,57,60,69,50.25
Romain Metannire,78,21,43,69,84,50.25
Alexandre Barthe,67,27,53,62,60,50.20
Carlos Ponck,63,35,51,58,52,50.20
Emiliano Ariel Dudar,50,43,58,66,32,50.20
Jose Saez,32,46,69,53,69,50.20
Luciano Zauri,49,39,63,66,32,50.20
Marc Tierney,66,34,44,66,74,50.20
Maxime Spano,62,26,57,70,64,50.20
Michael Keane,67,41,34,75,77,50.20
Mikel Labaka,54,36,57,70,52,50.20
Pierre Wome,71,22,50,74,72,50.20
Reece Oxford,74,22,49,65,69,50.20
Alvaro Dominguez,69,23,49,81,76,50.15
Calum Davenport,69,35,40,61,78,50.15
Carl Dickinson,61,31,52,65,74,50.15
Danny Higginbotham,35,44,67,71,56,50.15
Dimitri Daeselaire,66,31,48,66,67,50.15
Fabian Lustenberger,64,32,47,76,69,50.15
Genc Mehmeti,56,34,57,52,69,50.15
Gibril Sankoh,44,33,68,70,63,50.15
Goldim Diego Gaucho,52,38,58,62,53,50.15
Hector Rodas,52,39,55,69,58,50.15
Jerome Sonnerat,65,30,52,55,66,50.15
Mamadou Sakho,68,23,51,79,72,50.15
Milan Kopic,49,41,54,69,70,50.15
Nivaldo,76,36,31,60,85,50.15
Sebastien Puygrenier,50,36,57,74,71,50.15
Wesley Lautoa,64,29,50,74,71,50.15
Alan O'Brien,77,25,46,44,70,50.10
Alan Uryga,49,41,55,61,71,50.10
Jacques Faty,53,33,58,65,73,50.10
Kasper Larsen,71,24,50,67,65,50.10
Nikola Milosavljevic,64,37,52,35,49,50.10
Perez Richi,33,53,64,53,49,50.10
Selver Hodzic,61,27,58,63,63,50.10
Stefan Gislason,46,32,67,60,72,50.10
Stepan Kucera,63,23,59,64,68,50.10
Abdoulaye Toure,55,34,57,57,68,50.05
Ashton Taylor,69,39,36,67,70,50.05
Christopher Oualembo,74,24,44,64,85,50.05
Craig Storie,64,32,53,40,67,50.05
Daniel Calvo,60,36,51,47,72,50.05
Graeme Owens,60,39,51,45,56,50.05
Leandro Cufre,59,29,57,69,62,50.05
Naldo,56,29,60,77,54,50.05
Pavol Stano,32,62,58,56,33,50.05
Pedro Pereira,75,35,35,61,70,50.05
Tim Gilissen,52,41,52,59,72,50.05
Carsten Rothenbach,54,43,50,57,61,50.00
Gary Dicker,54,36,58,38,74,50.00
John Terry,34,46,61,87,67,50.00
Lucas Bijker,76,35,32,68,74,50.00
Marti Soler,32,48,71,60,34,50.00
Massamba Lo Sambou,63,31,52,51,73,50.00
Pedro Chirivella,55,38,56,58,48,50.00
Samuel,60,28,58,60,64,50.00
Shaun Hutchinson,74,17,54,68,62,50.00
Sidy Kone,66,33,48,56,62,50.00
Yani Urdinov,63,34,51,55,57,50.00
Dekel Keinan,54,26,63,65,76,49.95
Jens Streutker,63,34,51,58,53,49.95
Jonathan Lacourt,61,37,47,55,74,49.95
Kevin Toner,68,29,49,60,63,49.95
Patrick McNair,66,36,42,71,64,49.95
Samy Mmaee,73,24,49,60,63,49.95
Antoine Conte,67,27,49,73,67,49.90
Boris Smiljanic,30,39,82,58,34,49.90
Dietmar Hamann,44,35,71,70,28,49.90
Gerry Koning,66,19,58,67,73,49.90
Tom Beugelsdijk,55,34,56,68,60,49.90
Ali Ghazal,65,25,50,72,85,49.85
Darnell Furlong,73,36,35,62,71,49.85
Ivan Leko,33,60,63,23,38,49.85
Jop van der Linden,31,33,79,76,63,49.85
Leandro Di Gregorio,75,23,46,57,76,49.85
Michael Heylen,61,29,54,69,64,49.85
Michael Odibe,65,32,50,51,64,49.85
Philippe Senderos,51,32,60,72,67,49.85
Roy McBain,58,36,52,57,64,49.85
Vitor Bastos,55,38,55,60,49,49.85
Zizo,65,44,38,54,61,49.85
Albert Rafetraniaina,75,34,35,60,72,49.80
Bastian Schulz,71,23,48,69,75,49.80
Davide Mariani,70,41,38,35,67,49.80
Gregory Lorenzi,49,37,58,67,65,49.80
Jaroslaw Fojut,66,20,58,65,67,49.80
Marc Zellweger,52,38,57,47,67,49.80
Oscar Duarte,73,22,47,76,68,49.80
Rafa Galvez,48,34,64,60,60,49.80
Richard Foster,81,13,49,57,81,49.80
Sami Hyypiae,51,37,54,84,60,49.80
Sebastien Pennacchio,54,37,55,52,68,49.80
Ze Antonio,68,23,53,71,61,49.80
Antoine Rey,55,34,56,51,74,49.75
Douglao,53,23,66,77,66,49.75
Francisco Javier Martos,68,28,47,70,67,49.75
Jeremy Choplin,62,25,59,63,56,49.75
Krzysztof Kiercz,67,38,38,64,73,49.75
Marcelo,77,24,40,78,71,49.75
Markus Thorandt,53,34,59,65,54,49.75
Nuno Campos,65,27,51,67,70,49.75
Ricardo Carvalho,46,48,53,81,32,49.75
Steven Pressley,54,29,60,70,67,49.75
Alexandre Quennoz,65,24,56,64,60,49.70
Briguel,51,44,53,72,34,49.70
Chaker Alhadhur,67,19,58,69,61,49.70
Guillaume Rippert,54,31,57,71,71,49.70
Joseph Chalmers,52,33,59,60,70,49.70
Khalid Sekkat,68,24,50,63,79,49.70
Kris De Wree,56,28,60,62,68,49.70
Milaim Rama,31,65,62,12,34,49.70
Romain Sartre,53,35,57,64,60,49.70
Scott Dann,54,34,52,80,74,49.70
Stephan Keller,54,40,50,62,68,49.70
Adriano De Pierro,65,37,44,55,62,49.65
Adrien Rawyler,66,30,52,40,65,49.65
David Sommeil,64,23,55,71,70,49.65
De Amo,65,28,51,64,65,49.65
Filip Daems,52,25,65,77,64,49.65
James Collins,34,38,70,74,67,49.65
Joris van Hout,32,45,70,56,55,49.65
Marco Andreolli,66,16,59,82,65,49.65
Miguel Rodrigues,67,29,47,70,65,49.65
Adam Masina,77,26,37,68,84,49.60
Birama Toure,46,36,60,69,71,49.60
Carlo Evertz,55,46,52,26,48,49.60
Civard Sprockel,70,24,50,68,60,49.60
Diacko Fofana,76,32,36,51,77,49.60
Javan Vidal,70,25,49,64,64,49.60
Julien Escude,51,33,59,80,54,49.60
Nicolas Delporte,67,25,51,64,70,49.60
Per Mertesacker,33,36,71,88,64,49.60
Uche Henry Agbo,63,36,45,54,74,49.60
Abdelhamid El Kaoutari,66,17,59,75,64,49.55
Alessandro Agostini,65,25,56,66,49,49.55
Augusto Pereira Loureiro,70,44,29,65,68,49.55
"Chistopher Mfuyi,25",53,32,65,58,33,49.55
Cristian Stellini,49,25,67,73,72,49.55
Formose Mendy,73,25,47,66,55,49.55
Gabriel Heinze,46,29,69,76,51,49.55
Jorge Mere,71,22,48,78,67,49.55
Luca Ceppitelli,67,35,40,74,65,49.55
Mostafa Shebeita,62,36,46,63,64,49.55
Alessandro Budel,31,46,68,68,52,49.50
Andre Hoffmann,51,29,61,77,67,49.50
Ignacio Fideleff,59,26,57,78,60,49.50
Jasper Waalkens,72,39,38,32,64,49.50
Kassim Doumbia,60,24,60,58,68,49.50
Kyle Jacobs,65,29,54,40,62,49.50
Mahamadou Diarra,62,34,47,75,57,49.50
Marcel Maltritz,53,26,64,69,63,49.50
Robin Huser,66,27,57,42,48,49.50
Sander Coopman,58,54,40,23,55,49.50
Yacine Bezzaz,56,48,48,19,59,49.50
Desevio Payne,75,32,36,66,65,49.45
Edoardo Goldaniga,65,22,55,72,65,49.45
Gregory Bourillon,45,32,66,66,65,49.45
Jailson,76,29,36,60,83,49.45
Jason Buaillon,62,35,46,57,74,49.45
Jorge Teixeira,59,37,44,75,74,49.45
Mohammed Rabiu,77,21,40,71,90,49.45
Sefa Isci,68,28,50,57,56,49.45
Tom Davies,68,32,48,38,63,49.45
Uros Cosic,76,17,49,71,66,49.45
Daniel Ayala,64,35,42,75,67,49.40
Gustavo Lazzaretti,53,42,50,66,52,49.40
Joao Real,51,40,54,74,44,49.40
Kevin van Dessel,63,43,38,52,72,49.40
Manuel Pablo,46,45,56,72,34,49.40
Mauricio,31,36,82,64,30,49.40
Niels Fleuren,60,39,44,60,70,49.40
Savo Pavicevic,65,21,54,71,77,49.40
Scott Brown,70,31,44,48,70,49.40
Stephen Kelly,52,34,56,70,66,49.40
Alaeddine Yahia,46,40,61,70,35,49.35
Christian Supusepa,70,31,42,66,63,49.35
Ezequiel Luna,54,31,56,77,64,49.35
Garcia Tena,64,25,55,61,62,49.35
Guy N'Gosso,25,49,68,66,69,49.35
Loic Nestor,61,39,41,64,77,49.35
Maurizio Lanzaro,52,34,54,69,78,49.35
Nils Fischer,70,28,47,57,60,49.35
Oriol Romeu,55,25,60,72,75,49.35
Ricardo Rocha,49,40,56,62,55,49.35
Alban Pnishi,68,33,42,64,64,49.30
Carsten Cullmann,52,25,65,65,69,49.30
El Fardou Ben Nabouhane,64,49,39,12,62,49.30
Gaston Sauro,59,26,57,66,68,49.30
Gege,68,30,44,68,66,49.30
Hugo Gomes,61,29,53,61,67,49.30
Joao Paulo Di Fabio,58,22,64,57,65,49.30
Kari Arnason,31,43,70,67,55,49.30
Matthias Abel,55,27,60,71,63,49.30
Stephane Sarni,52,40,55,49,55,49.30
Zsolt Laczko,68,44,30,57,77,49.30
Abdou Diallo,69,30,42,67,72,49.25
Abdullah Al Hafith,66,34,42,61,72,49.25
Marcel Seip,62,42,40,58,63,49.25
Nicolas Issimat Mirin,68,20,52,78,67,49.25
Raffaele Pucino,68,21,52,63,76,49.25
Romain Pitau,34,44,63,71,68,49.25
Simone Sini,58,22,62,70,63,49.25
Souleymane Bamba,69,24,47,68,77,49.25
Alexis De Sart,64,32,49,52,62,49.20
Aritz Elustondo,74,26,40,74,70,49.20
Christopher Mitchell,72,11,61,53,67,49.20
Efstathios Tavlaridis,57,27,56,74,70,49.20
Emanuele Suagher,63,15,62,75,69,49.20
Manuele Blasi,52,25,66,65,61,49.20
Naim Aarab,66,23,54,59,67,49.20
Paul Seguin,54,34,58,53,55,49.20
Sandy Walsh,73,22,44,68,82,49.20
Sreten Sretenovic,33,43,64,72,72,49.20
Adama Francois,53,35,54,65,66,49.15
Gregory Leca,29,51,62,68,63,49.15
Konstantinos Manolas,83,10,43,88,79,49.15
Oumar Diakhite,51,34,56,70,67,49.15
Roderick Miranda,50,26,68,69,50,49.15
Thomas Wils,64,22,55,62,75,49.15
Ulisses Garcia,78,29,35,53,78,49.15
Ahmed Ammi,63,32,48,60,64,49.10
Frederic Duplus,74,31,35,64,78,49.10
Joaquim Adao,64,23,57,55,63,49.10
Junior Oto'o Zue,79,21,40,67,75,49.10
Kevin McCann,66,10,65,67,69,49.10
Piotr Mrozinski,64,28,49,54,82,49.10
Radoslaw Sobolewski,32,43,73,65,29,49.10
Romain Thomas,62,19,60,75,61,49.10
Steven Hetherington,66,29,52,37,63,49.10
Tiago Ferreira,63,31,50,59,59,49.10
Valery Nahayo,65,25,52,65,65,49.10
Victoriano Rivas Nano,52,34,55,73,63,49.10
Willie Dyer,75,28,40,52,72,49.10
Andre Bahia,60,30,50,69,72,49.05
Donervon Daniels,77,22,45,62,55,49.05
Ivica Dzidic,60,29,56,50,61,49.05
Marcelo Silva,58,22,61,70,65,49.05
Molla Wague,65,31,44,75,66,49.05
Oswaldo Vizcarrondo,24,54,63,76,59,49.05
Patrick Mueller,62,22,56,76,65,49.05
Sebastian De Maio,68,20,51,79,68,49.05
Sekou Ouattara,63,46,35,60,57,49.05
Alex Neil,34,52,61,38,60,49.00
Daniele Gastaldello,55,35,49,80,66,49.00
Dealbert,50,39,51,74,66,49.00
Dominique Heintz,67,23,49,77,69,49.00
Francois Bellugou,50,30,59,73,73,49.00
Gregory Lazitch,63,25,55,59,63,49.00
Jonathan Mensah,61,28,55,56,60,49.00
Bartosz Rymaniak,52,27,61,59,80,48.95
Clebao,53,29,57,73,72,48.95
Deivid,71,28,40,71,74,48.95
Hebert,62,24,55,69,64,48.95
Joey Dujardin,69,29,46,59,56,48.95
Kevin Geudens,43,42,55,62,77,48.95
Ledley King,69,34,41,81,34,48.95
Marco Rossi,67,20,53,70,69,48.95
Senad Karahmet,60,25,57,62,65,48.95
Vejlko Nikitovic,46,31,64,63,70,48.95
Yassin Moutaouakil,75,34,33,51,76,48.95
Abasse Ba,61,33,48,62,64,48.90
Chris Millar,71,29,42,55,71,48.90
